,Site,daylight,Depth_Stratum,Deployment,ACat,Taxa_Groups,Acoustic_Category,Taxa_updated,CAAB_updated,nos,weight_g,av_weight,Weight_Std_gm3_gps,Abd_Std_nosm3_gps,Weight_Std_gm3_sp,Abd_Std_nosm3_sp,datetime_UTC_start,datetime_UTC_stop,lat_decdeg_start,long_decdeg_start,lat_decdeg_stop,long_decdeg_stop,VolumeFiltered_m3_speed,VolumeFiltered_m3_gps,Taxa_PLAOS
235,SOTS,Night,Meso,12,Krill,Crustaceans,Crustaceans,Nematobrachion spp.,28702902,2,0.5,0.25,2.16E-05,8.66E-05,2.53E-05,0.00010124,14/12/2020 14:23,14/12/2020 15:03,-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,Krill
271,SOTS,Night,Lmeso,13,Krill,Crustaceans,Crustaceans,Nematobrachion spp.,28702902,7,0.5,0.071428571,9.82E-06,0.000137448,8.44E-06,0.000118113,15/12/2020 11:46,15/12/2020 13:46,-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,Krill
421,SOTS,Night,Meso,18,Krill,Crustaceans,Crustaceans,Nematobrachion spp.,28702902,7,0.5,0.071428571,9.53E-06,0.000133405,2.53E-05,0.00035434,19/12/2020 14:28,19/12/2020 15:08,-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176,52471.74474,Krill
54,SOTS,Day,Meso,3,Krill,Crustaceans,Crustaceans,Nematoscelis megalops,28702015,22,1,0.045454545,3.90E-05,0.000857761,5.06E-05,0.001113639,10/12/2020 2:28,10/12/2020 3:08,-46.8805,-140.6273333,-46.87166667,-140.644,19755.06176,25648.18426,Krill
103,SOTS,Night,Lmeso,6,Krill,Crustaceans,Crustaceans,Nematoscelis megalops,28702015,7,0.5,0.071428571,5.08E-06,7.11E-05,8.44E-06,0.000118113,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528,98392.93882,Krill
236,SOTS,Night,Meso,12,Krill,Crustaceans,Crustaceans,Nematoscelis megalops,28702015,7,1,0.142857143,4.33E-05,0.000302973,5.06E-05,0.00035434,14/12/2020 14:23,14/12/2020 15:03,-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,Krill
272,SOTS,Night,Lmeso,13,Krill,Crustaceans,Crustaceans,Nematoscelis megalops,28702015,4,0.5,0.125,9.82E-06,7.85E-05,8.44E-06,6.75E-05,15/12/2020 11:46,15/12/2020 13:46,-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,Krill
422,SOTS,Night,Meso,18,Krill,Crustaceans,Crustaceans,Nematoscelis megalops,28702015,2,0.5,0.25,9.53E-06,3.81E-05,2.53E-05,0.00010124,19/12/2020 14:28,19/12/2020 15:08,-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176,52471.74474,Krill
492,NA,NA,NA,21,Krill,Crustaceans,Crustaceans,Nematoscelis megalops,28702015,1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Krill
14,Trawl,Day,Integrated,1,Krill,Crustaceans,Crustaceans,Nematoscelis spp.,28702903,42,3,0.071428571,5.17E-05,0.000723423,7.59E-05,0.001063019,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352,58057.32164,Krill
83,SOTS,Night,Epi,5,Krill,Crustaceans,Crustaceans,Nematoscelis spp.,28702903,173,8,0.046242775,0.00032256,0.006975363,0.00040496,0.008757249,10/12/2020 16:55,10/12/2020 17:35,-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176,24801.57669,Krill
225,SOTS,Night,Meso,12,F,F,F,Nemichthys curvirostris,37076001,1,4,4,0.000173127,4.33E-05,0.00020248,5.06E-05,14/12/2020 14:23,14/12/2020 15:03,-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,F
143,SOTS,Day,Lmeso,7,Gymnosome,other,other,Notobranchaeidae - undifferentiated,24413000,4,0.5,0.125,7.51E-06,6.01E-05,8.44E-06,6.75E-05,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528,66568.16634,Other
317,SOTS,Day,Lmeso,14,Gymnosome,other,other,Notobranchaeidae - undifferentiated,24413000,2,0.5,0.25,7.71E-06,3.08E-05,8.44E-06,3.37E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528,64862.60608,Other
1292,58S,Night,Lmeso,46,Gymnosome,other,other,Notobranchaeidae - undifferentiated,24413000,2,1,0.5,1.61E-05,3.22E-05,1.69E-05,3.37E-05,6/01/2021 15:11,6/01/2021 17:11,-56.07033333,-140.4961667,-56.07683333,-140.5576667,59265.18528,62153.2972,Other
734,55S,Night,Lmeso,29,F,F,F,Notolepis coatsi,37126750,3,1,0.333333333,3.04E-06,9.11E-06,1.69E-05,5.06E-05,26/12/2020 15:44,26/12/2020 17:44,-54.21633333,-137.4196667,-54.21516667,-137.1031667,59265.18528,329265.1773,F
1284,58S,Night,Lmeso,46,F,F,F,Notolepis coatsi,37126750,3,1,0.333333333,1.61E-05,4.83E-05,1.69E-05,5.06E-05,6/01/2021 15:11,6/01/2021 17:11,-56.07033333,-140.4961667,-56.07683333,-140.5576667,59265.18528,62153.2972,F
690,55S,Day,Lmeso,28,F,F,F,Notolepis spp.,37126907,2,2,1,2.44E-05,2.44E-05,3.37E-05,3.37E-05,26/12/2020 5:28,26/12/2020 7:28,-54.17466667,-137.0768333,-54.211,-137.1255,59265.18528,82125.47455,F
23,Trawl,Day,Integrated,1,Prawn,Crustaceans,Crustaceans,Notostomus auriculatus,28735028,1,0.5,0.5,8.61E-06,1.72E-05,1.27E-05,2.53E-05,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352,58057.32164,Prawn
244,SOTS,Night,Meso,12,Prawn,Crustaceans,Crustaceans,Notostomus auriculatus,28735028,2,9,4.5,0.000389537,8.66E-05,0.000455579,0.00010124,14/12/2020 14:23,14/12/2020 15:03,-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,Prawn
551,SOTS,Day,Lmeso,22,Prawn,Crustaceans,Crustaceans,Notostomus auriculatus,28735028,2,5,2.5,7.63E-05,3.05E-05,8.44E-05,3.37E-05,20/12/2020 2:51,20/12/2020 4:51,-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,Prawn
712,55S,Day,Lmeso,28,Prawn,Crustaceans,Crustaceans,Notostomus auriculatus,28735028,1,20,20,0.00024353,1.22E-05,0.000337466,1.69E-05,26/12/2020 5:28,26/12/2020 7:28,-54.17466667,-137.0768333,-54.211,-137.1255,59265.18528,82125.47455,Prawn
307,SOTS,Day,Lmeso,14,F,F,F,Oneirodes notius,37216008,1,30,30,0.000462516,1.54E-05,0.000506199,1.69E-05,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528,64862.60608,F
155,SOTS,Day,Lmeso,7,Prawn,Crustaceans,Crustaceans,Oplophorus novaezeelandiae,28734003,1,3.5,3.5,5.26E-05,1.50E-05,5.91E-05,1.69E-05,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528,66568.16634,Prawn
71,SOTS,Night,Epi,5,Amphipods,Crustaceans,Crustaceans,Order Amphipoda - undifferentiated,28399000,2,0.5,0.25,2.02E-05,8.06E-05,2.53E-05,0.00010124,10/12/2020 16:55,10/12/2020 17:35,-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176,24801.57669,Crustacean
115,SOTS,Day,Lmeso,7,Amphipods,Crustaceans,Crustaceans,Order Amphipoda - undifferentiated,28399000,4,1,0.25,1.50E-05,6.01E-05,1.69E-05,6.75E-05,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528,66568.16634,Crustacean
476,NA,NA,NA,21,Amphipods,Crustaceans,Crustaceans,Order Amphipoda - undifferentiated,28399000,2,0.5,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crustacean
514,SOTS,Day,Lmeso,22,Amphipods,Crustaceans,Crustaceans,Order Amphipoda - undifferentiated,28399000,4,0.5,0.125,7.63E-06,6.11E-05,8.44E-06,6.75E-05,20/12/2020 2:51,20/12/2020 4:51,-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,Crustacean
599,55S,Night,Meso,25,Amphipods,Crustaceans,Crustaceans,Order Amphipoda - undifferentiated,28399000,22,0.5,0.022727273,0.000443265,0.019503655,2.53E-05,0.001113639,24/12/2020 17:00,24/12/2020 17:40,-54.21316667,-137.1393333,-54.21366667,-137.1386667,19755.06176,1127.993709,Crustacean
651,55S,Night,Epi,27,Amphipods,Crustaceans,Crustaceans,Order Amphipoda - undifferentiated,28399000,86,0.5,0.005813953,1.98E-05,0.003405128,2.53E-05,0.004353315,25/12/2020 13:23,25/12/2020 14:03,-54.15416667,-137.0081667,-54.15616667,-137.0321667,19755.06176,25256.02262,Crustacean
726,55S,Night,Lmeso,29,Amphipods,Crustaceans,Crustaceans,Order Amphipoda - undifferentiated,28399000,13,0.5,0.038461538,1.52E-06,3.95E-05,8.44E-06,0.000219353,26/12/2020 15:44,26/12/2020 17:44,-54.21633333,-137.4196667,-54.21516667,-137.1031667,59265.18528,329265.1773,Crustacean
825,55S,Night,Epi,31,Amphipods,Crustaceans,Crustaceans,Order Amphipoda - undifferentiated,28399000,31,1.5,0.048387097,0.000102432,0.002116921,7.59E-05,0.001569218,28/12/2020 3:16,28/12/2020 3:56,-54.20316667,-137.4023333,-54.204,-137.4163333,19755.06176,14643.91055,Crustacean
851,55S,Day,Meso,32,Amphipods,Crustaceans,Crustaceans,Order Amphipoda - undifferentiated,28399000,16,0.5,0.03125,2.13E-05,0.000682027,2.53E-05,0.000809919,28/12/2020 22:51,28/12/2020 23:31,-54.21066667,-137.4336667,-54.201,-137.449,19755.06176,23459.48729,Crustacean
886,55S,Night,Meso,34,Amphipods,Crustaceans,Crustaceans,Order Amphipoda - undifferentiated,28399000,1,0.5,0.5,2.02E-05,4.04E-05,2.53E-05,5.06E-05,29/12/2020 13:42,29/12/2020 14:22,-54.17216667,-137.4143333,-54.17483333,-137.4376667,19755.06176,24757.61468,Crustacean
918,55S,Night,Lmeso,35,Amphipods,Crustaceans,Crustaceans,Order Amphipoda - undifferentiated,28399000,1,0.5,0.5,7.84E-06,1.57E-05,8.44E-06,1.69E-05,30/12/2020 15:43,30/12/2020 17:43,-54.1705,-137.5628333,-54.19066667,-137.6135,59265.18528,63798.7744,Crustacean
1180,58S,Night,Lmeso,42,Amphipods,Crustaceans,Crustaceans,Order Amphipoda - undifferentiated,28399000,1,0.5,0.5,3.62E-06,7.25E-06,8.44E-06,1.69E-05,4/01/2021 12:38,4/01/2021 14:38,-56.0195,-140.6226667,-56.05616667,-140.745,59265.18528,137981.272,Crustacean
1275,58S,Night,Lmeso,46,Amphipods,Crustaceans,Crustaceans,Order Amphipoda - undifferentiated,28399000,15,1,0.066666667,1.61E-05,0.000241339,1.69E-05,0.0002531,6/01/2021 15:11,6/01/2021 17:11,-56.07033333,-140.4961667,-56.07683333,-140.5576667,59265.18528,62153.2972,Crustacean
1140,58S,Day,Lmeso,41,Copepod,Crustaceans,Crustaceans,Order Calanoida - undifferentiated,27201000,12,0.5,0.041666667,8.60E-06,0.000206429,8.44E-06,0.00020248,4/01/2021 2:39,4/01/2021 4:39,-56.02316667,-140.6806667,-56.046,-140.7225,59265.18528,58131.46027,Crustacean
66,NA,NA,NA,4,Krill,Crustaceans,Crustaceans,Order Euphausiacea - undifferentiated,28700000,33,5,0.151515152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Krill
84,SOTS,Night,Epi,5,Krill,Crustaceans,Crustaceans,Order Euphausiacea - undifferentiated,28700000,7,0.5,0.071428571,2.02E-05,0.00028224,2.53E-05,0.00035434,10/12/2020 16:55,10/12/2020 17:35,-46.89016667,-140.6136667,-46.88166667,-140.6298333,19755.06176,24801.57669,Krill
104,SOTS,Night,Lmeso,6,Krill,Crustaceans,Crustaceans,Order Euphausiacea - undifferentiated,28700000,4,0.5,0.125,5.08E-06,4.07E-05,8.44E-06,6.75E-05,11/12/2020 11:49,11/12/2020 13:49,-46.886,-140.6205,-46.84733333,-140.6783333,59265.18528,98392.93882,Krill
207,SOTS,Night,Epi,11,Krill,Crustaceans,Crustaceans,Order Euphausiacea - undifferentiated,28700000,450,30,0.066666667,0.001201135,0.018017023,0.001518598,0.022778972,14/12/2020 11:23,14/12/2020 12:03,-46.9205,-140.6278333,-46.93333333,-140.6361667,19755.06176,24976.37861,Krill
319,SOTS,Day,Lmeso,14,Krill,Crustaceans,Crustaceans,Order Euphausiacea - undifferentiated,28700000,28,9,0.321428571,0.000138755,0.000431682,0.00015186,0.000472453,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528,64862.60608,Krill
423,SOTS,Night,Meso,18,Krill,Crustaceans,Crustaceans,Order Euphausiacea - undifferentiated,28700000,13,0.5,0.038461538,9.53E-06,0.000247752,2.53E-05,0.000658059,19/12/2020 14:28,19/12/2020 15:08,-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176,52471.74474,Krill
450,SOTS,Day,200-100m_scattering_layer,19,Krill,Crustaceans,Crustaceans,Order Euphausiacea - undifferentiated,28700000,11,1,0.090909091,7.53E-05,0.000827983,0.00010124,0.001113639,19/12/2020 4:15,19/12/2020 4:35,-46.91433333,-140.6386667,-46.91533333,-140.6495,9877.53088,13285.29518,Krill
468,SOTS,Day,target_100to0m,20,Krill,Crustaceans,Crustaceans,Order Euphausiacea - undifferentiated,28700000,10,0.5,0.05,4.24E-05,0.000848819,5.06E-05,0.001012399,19/12/2020 7:21,19/12/2020 7:41,-46.91666667,-140.6181667,-46.91616667,-140.6278333,9877.53088,11781.07762,Krill
591,55S,Day,Meso,24,Krill,Crustaceans,Crustaceans,Order Euphausiacea - undifferentiated,28700000,6,0.5,0.083333333,1.75E-05,0.000210334,2.53E-05,0.00030372,24/12/2020 5:38,24/12/2020 6:18,-54.102,-138.9095,-54.10383333,-138.9366667,19755.06176,28526.07107,Krill
637,NA,NA,NA,26,Krill,Crustaceans,Crustaceans,Order Euphausiacea - undifferentiated,28700000,11,1,0.090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Krill
1001,55S,Day,Lmeso,36,Krill,Crustaceans,Crustaceans,Order Euphausiacea - undifferentiated,28700000,98,6,0.06122449,9.48E-05,0.001549194,0.00010124,0.001653585,31/12/2020 1:36,31/12/2020 3:36,-54.11333333,-137.5636667,-54.13416667,-137.6128333,59265.18528,63258.70388,Krill
1154,58S,Day,Lmeso,41,Krill,Crustaceans,Crustaceans,Order Euphausiacea - undifferentiated,28700000,52,1,0.019230769,1.72E-05,0.000894524,1.69E-05,0.000877412,4/01/2021 2:39,4/01/2021 4:39,-56.02316667,-140.6806667,-56.046,-140.7225,59265.18528,58131.46027,Krill
1262,58S,Day,Meso,45,Krill,Crustaceans,Crustaceans,Order Euphausiacea - undifferentiated,28700000,179,4,0.022346369,0.000120491,0.005391988,0.00020248,0.009060969,6/01/2021 8:53,6/01/2021 9:33,-56.02666667,-140.5176667,-56.02883333,-140.5508333,19755.06176,33197.40445,Krill
1331,58S,Day,Lmeso,47,Krill,Crustaceans,Crustaceans,Order Euphausiacea - undifferentiated,28700000,5,0.5,0.1,9.64E-06,9.64E-05,8.44E-06,8.44E-05,7/01/2021 4:55,7/01/2021 6:55,-56.07066667,-140.5386667,-56.0785,-140.589,59265.18528,51885.17818,Krill
268,SOTS,Night,Lmeso,13,Gymnosome,other,other,Order Gymnosomata - undifferentiated,24410000,1,0.5,0.5,9.82E-06,1.96E-05,8.44E-06,1.69E-05,15/12/2020 11:46,15/12/2020 13:46,-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,Other
489,NA,NA,NA,21,Gymnosome,other,other,Order Gymnosomata - undifferentiated,24410000,1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other
542,SOTS,Day,Lmeso,22,Gymnosome,other,other,Order Gymnosomata - undifferentiated,24410000,6,2,0.333333333,3.05E-05,9.16E-05,3.37E-05,0.00010124,20/12/2020 2:51,20/12/2020 4:51,-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,Other
589,55S,Day,Meso,24,Gymnosome,other,other,Order Gymnosomata - undifferentiated,24410000,11,6,0.545454545,0.000210334,0.000385612,0.00030372,0.000556819,24/12/2020 5:38,24/12/2020 6:18,-54.102,-138.9095,-54.10383333,-138.9366667,19755.06176,28526.07107,Other
606,55S,Night,Meso,25,Gymnosome,other,other,Order Gymnosomata - undifferentiated,24410000,8,1,0.125,0.00088653,0.007092238,5.06E-05,0.00040496,24/12/2020 17:00,24/12/2020 17:40,-54.21316667,-137.1393333,-54.21366667,-137.1386667,19755.06176,1127.993709,Other
660,55S,Night,Epi,27,Gymnosome,other,other,Order Gymnosomata - undifferentiated,24410000,13,0.5,0.038461538,1.98E-05,0.000514729,2.53E-05,0.000658059,25/12/2020 13:23,25/12/2020 14:03,-54.15416667,-137.0081667,-54.15616667,-137.0321667,19755.06176,25256.02262,Other
698,55S,Day,Lmeso,28,Gymnosome,other,other,Order Gymnosomata - undifferentiated,24410000,0,2,NA,2.44E-05,0,3.37E-05,0,26/12/2020 5:28,26/12/2020 7:28,-54.17466667,-137.0768333,-54.211,-137.1255,59265.18528,82125.47455,Other
743,55S,Night,Lmeso,29,Gymnosome,other,other,Order Gymnosomata - undifferentiated,24410000,6,2.5,0.416666667,7.59E-06,1.82E-05,4.22E-05,0.00010124,26/12/2020 15:44,26/12/2020 17:44,-54.21633333,-137.4196667,-54.21516667,-137.1031667,59265.18528,329265.1773,Other
856,55S,Day,Meso,32,Gymnosome,other,other,Order Gymnosomata - undifferentiated,24410000,5,2,0.4,8.53E-05,0.000213133,0.00010124,0.0002531,28/12/2020 22:51,28/12/2020 23:31,-54.21066667,-137.4336667,-54.201,-137.449,19755.06176,23459.48729,Other
898,55S,Night,Meso,34,Gymnosome,other,other,Order Gymnosomata - undifferentiated,24410000,4,1,0.25,4.04E-05,0.000161566,5.06E-05,0.00020248,29/12/2020 13:42,29/12/2020 14:22,-54.17216667,-137.4143333,-54.17483333,-137.4376667,19755.06176,24757.61468,Other
997,55S,Day,Lmeso,36,Gymnosome,other,other,Order Gymnosomata - undifferentiated,24410000,10,1,0.1,1.58E-05,0.000158081,1.69E-05,0.000168733,31/12/2020 1:36,31/12/2020 3:36,-54.11333333,-137.5636667,-54.13416667,-137.6128333,59265.18528,63258.70388,Other
1040,58S,Night,Epi,37,Gymnosome,other,other,Order Gymnosomata - undifferentiated,24410000,4,0.5,0.125,2.14E-05,0.000171477,2.53E-05,0.00020248,1/01/2021 14:08,1/01/2021 14:48,-57.98583333,-140.7623333,-57.99433333,-140.7811667,19755.06176,23326.71731,Other
1062,58S,Day,Meso,38,Gymnosome,other,other,Order Gymnosomata - undifferentiated,24410000,4,0.5,0.125,2.26E-05,0.000181136,2.53E-05,0.00020248,1/01/2021 22:38,1/01/2021 23:18,-57.97916667,-140.7305,-57.98616667,-140.7498333,19755.06176,22082.85956,Other
1109,58S,Night,Meso,40,Gymnosome,other,other,Order Gymnosomata - undifferentiated,24410000,8,1,0.125,4.05E-05,0.000323883,5.06E-05,0.00040496,2/01/2021 14:15,2/01/2021 14:55,-57.98916667,-140.7125,-57.9815,-140.7343333,19755.06176,24700.30448,Other
1151,58S,Day,Lmeso,41,Gymnosome,other,other,Order Gymnosomata - undifferentiated,24410000,1,0.5,0.5,8.60E-06,1.72E-05,8.44E-06,1.69E-05,4/01/2021 2:39,4/01/2021 4:39,-56.02316667,-140.6806667,-56.046,-140.7225,59265.18528,58131.46027,Other
1196,58S,Night,Lmeso,42,Gymnosome,other,other,Order Gymnosomata - undifferentiated,24410000,4,1,0.25,7.25E-06,2.90E-05,1.69E-05,6.75E-05,4/01/2021 12:38,4/01/2021 14:38,-56.0195,-140.6226667,-56.05616667,-140.745,59265.18528,137981.272,Other
1259,58S,Day,Meso,45,Gymnosome,other,other,Order Gymnosomata - undifferentiated,24410000,2,3,1.5,9.04E-05,6.02E-05,0.00015186,0.00010124,6/01/2021 8:53,6/01/2021 9:33,-56.02666667,-140.5176667,-56.02883333,-140.5508333,19755.06176,33197.40445,Other
1293,58S,Night,Lmeso,46,Gymnosome,other,other,Order Gymnosomata - undifferentiated,24410000,5,1,0.2,1.61E-05,8.04E-05,1.69E-05,8.44E-05,6/01/2021 15:11,6/01/2021 17:11,-56.07033333,-140.4961667,-56.07683333,-140.5576667,59265.18528,62153.2972,Other
1374,58S,Night,Epi,49,Gymnosome,other,other,Order Gymnosomata - undifferentiated,24410000,4,4,1,0.000159877,0.000159877,0.00020248,0.00020248,7/01/2021 14:00,7/01/2021 14:40,-56.1035,-140.4263333,-56.10166667,-140.4513333,19755.06176,25019.22956,Other
1430,58S,Night,Meso,53,Gymnosome,other,other,Order Gymnosomata - undifferentiated,24410000,1,0.5,0.5,2.73E-05,5.46E-05,2.53E-05,5.06E-05,9/01/2021 14:23,9/01/2021 15:03,-56.12733333,-140.3933333,-56.12916667,-140.4115,19755.06176,18306.38002,Other
634,NA,NA,NA,26,Isopods,Crustaceans,Crustaceans,Order Isopoda - undifferentiated,28200000,1,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crustacean
999,55S,Day,Lmeso,36,Isopods,Crustaceans,Crustaceans,Order Isopoda - undifferentiated,28200000,2,0.5,0.25,7.90E-06,3.16E-05,8.44E-06,3.37E-05,31/12/2020 1:36,31/12/2020 3:36,-54.11333333,-137.5636667,-54.13416667,-137.6128333,59265.18528,63258.70388,Crustacean
28,Trawl,Day,Integrated,1,Siphonophore,Gelatinous_Active,G_nGB,Order Siphonophora - undifferentiated,11090000,30,53,1.766666667,0.000912891,0.000516731,0.001341428,0.000759299,5/12/2020 9:16,5/12/2020 10:36,-43.24783333,-144.6176667,-43.27483333,-144.6428333,39510.12352,58057.32164,Siphonophore
160,SOTS,Day,Lmeso,7,Siphonophore,Gelatinous_Active,G_nGB,Order Siphonophora - undifferentiated,11090000,1,0.5,0.5,7.51E-06,1.50E-05,8.44E-06,1.69E-05,12/12/2020 4:25,12/12/2020 6:25,-46.90333333,-140.614,-46.9305,-140.5763333,59265.18528,66568.16634,Siphonophore
191,SOTS,Day,Meso,10,Siphonophore,Gelatinous_Active,G_nGB,Order Siphonophora - undifferentiated,11090000,66,102,1.545454545,0.003136588,0.002029557,0.005163234,0.003340916,14/12/2020 4:52,14/12/2020 5:32,-46.9175,-140.6346667,-46.9345,-140.6445,19755.06176,32519.41514,Siphonophore
214,SOTS,Night,Epi,11,Siphonophore,Gelatinous_Active,G_nGB,Order Siphonophora - undifferentiated,11090000,0,60,NA,0.00240227,0,0.003037196,0,14/12/2020 11:23,14/12/2020 12:03,-46.9205,-140.6278333,-46.93333333,-140.6361667,19755.06176,24976.37861,Siphonophore
248,SOTS,Night,Meso,12,Siphonophore,Gelatinous_Active,G_nGB,Order Siphonophora - undifferentiated,11090000,0,60,NA,0.002596912,0,0.003037196,0,14/12/2020 14:23,14/12/2020 15:03,-46.9205,-140.6363333,-46.93233333,-140.6441667,19755.06176,23104.36243,Siphonophore
286,SOTS,Night,Lmeso,13,Siphonophore,Gelatinous_Active,G_nGB,Order Siphonophora - undifferentiated,11090000,0,255,NA,0.005007038,0,0.004302695,0,15/12/2020 11:46,15/12/2020 13:46,-46.90983333,-140.637,-46.88583333,-140.6598333,59265.18528,50928.31023,Siphonophore
330,SOTS,Day,Lmeso,14,Siphonophore,Gelatinous_Active,G_nGB,Order Siphonophora - undifferentiated,11090000,0,249,NA,0.003838884,0,0.004201455,0,16/12/2020 3:20,16/12/2020 5:20,-46.90783333,-140.646,-46.88283333,-140.6848333,59265.18528,64862.60608,Siphonophore
372,SOTS,Day,Meso,16,Siphonophore,Gelatinous_Active,G_nGB,Order Siphonophora - undifferentiated,11090000,2,160,80,0.008637438,0.000107968,0.00809919,0.00010124,18/12/2020 1:07,18/12/2020 1:47,-46.91616667,-140.6318333,-46.90933333,-140.6433333,19755.06176,18524.01208,Siphonophore
400,SOTS,Night,Epi,17,Siphonophore,Gelatinous_Active,G_nGB,Order Siphonophora - undifferentiated,11090000,16,519,32.4375,0.050707601,0.00156324,0.026271748,0.000809919,18/12/2020 11:21,18/12/2020 12:01,-46.9155,-140.6348333,-46.91633333,-140.6431667,19755.06176,10235.15194,Siphonophore
437,SOTS,Night,Meso,18,Siphonophore,Gelatinous_Active,G_nGB,Order Siphonophora - undifferentiated,11090000,0,81,NA,0.001543688,0,0.004100215,0,19/12/2020 14:28,19/12/2020 15:08,-46.91616667,-140.6538333,-46.91683333,-140.6106667,19755.06176,52471.74474,Siphonophore
454,SOTS,Day,200-100m_scattering_layer,19,Siphonophore,Gelatinous_Active,G_nGB,Order Siphonophora - undifferentiated,11090000,0,42,NA,0.00316139,0,0.004252075,0,19/12/2020 4:15,19/12/2020 4:35,-46.91433333,-140.6386667,-46.91533333,-140.6495,9877.53088,13285.29518,Siphonophore
472,SOTS,Day,target_100to0m,20,Siphonophore,Gelatinous_Active,G_nGB,Order Siphonophora - undifferentiated,11090000,0,23,NA,0.001952283,0,0.002328517,0,19/12/2020 7:21,19/12/2020 7:41,-46.91666667,-140.6181667,-46.91616667,-140.6278333,9877.53088,11781.07762,Siphonophore
505,NA,NA,NA,21,Siphonophore,Gelatinous_Active,G_nGB,Order Siphonophora - undifferentiated,11090000,13,3,0.230769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Siphonophore
558,SOTS,Day,Lmeso,22,Siphonophore,Gelatinous_Active,G_nGB,Order Siphonophora - undifferentiated,11090000,0,385,NA,0.005878089,0,0.006496225,0,20/12/2020 2:51,20/12/2020 4:51,-46.92683333,-140.6515,-46.9575,-140.6813333,59265.18528,65497.47942,Siphonophore
593,55S,Day,Meso,24,Siphonophore,Gelatinous_Active,G_nGB,Order Siphonophora - undifferentiated,11090000,0,2805,NA,0.098331102,0,0.141988926,0,24/12/2020 5:38,24/12/2020 6:18,-54.102,-138.9095,-54.10383333,-138.9366667,19755.06176,28526.07107,Siphonophore
615,55S,Night,Meso,25,Siphonophore,Gelatinous_Active,G_nGB,Order Siphonophora - undifferentiated,11090000,0,100,NA,0.088652977,0,0.005061994,0,24/12/2020 17:00,24/12/2020 17:40,-54.21316667,-137.1393333,-54.21366667,-137.1386667,19755.06176,1127.993709,Siphonophore
644,NA,NA,NA,26,Siphonophore,Gelatinous_Active,G_nGB,Order Siphonophora - undifferentiated,11090000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Siphonophore
768,55S,Night,Lmeso,29,Siphonophore,Gelatinous_Active,G_nGB,Order Siphonophora - undifferentiated,11090000,1,320,320,0.000971861,3.04E-06,0.00539946,1.69E-05,26/12/2020 15:44,26/12/2020 17:44,-54.21633333,-137.4196667,-54.21516667,-137.1031667,59265.18528,329265.1773,Siphonophore
818,55S,Day,Lmeso,30,Siphonophore,Gelatinous_Active,G_nGB,Order Siphonophora - undifferentiated,11090000,1,42.5,42.5,0.000385379,9.07E-06,0.002151347,5.06E-05,27/12/2020 2:28,27/12/2020 3:08,-54.164,-137.2366667,-54.18383333,-137.337,19755.06176,110281.1743,Siphonophore
