"","X","Site","daylight","Depth_Stratum","Deployment","Acc","Acc_ed","Taxa_updated","Length_mm","Length_cm","a","b","weight_g"
"1609",12472,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1610",12473,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1611",12474,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1612",12475,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1613",12476,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1614",12477,"58S","Night","Epi",37,42,NA,"Themisto spp",11,1.1,0.037427319,1.6712583,0.0439
"1615",12478,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1616",12479,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1617",12480,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1618",12481,"58S","Night","Epi",37,42,NA,"Themisto spp",11,1.1,0.037427319,1.6712583,0.0439
"1619",12482,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1620",12483,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1621",12484,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1622",12485,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1623",12486,"58S","Night","Epi",37,42,NA,"Themisto spp",7,0.7,0.037427319,1.6712583,0.0206
"1624",12487,"58S","Night","Epi",37,42,NA,"Themisto spp",11,1.1,0.037427319,1.6712583,0.0439
"1625",12488,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1626",12489,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1627",12490,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1628",12491,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1629",12492,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1630",12493,"58S","Night","Epi",37,42,NA,"Themisto spp",7,0.7,0.037427319,1.6712583,0.0206
"1631",12494,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1632",12495,"58S","Night","Epi",37,42,NA,"Themisto spp",11,1.1,0.037427319,1.6712583,0.0439
"1633",12496,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1634",12497,"58S","Night","Epi",37,42,NA,"Themisto spp",7,0.7,0.037427319,1.6712583,0.0206
"1635",12498,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1636",12499,"58S","Night","Epi",37,42,NA,"Themisto spp",12,1.2,0.037427319,1.6712583,0.0508
"1637",12500,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1638",12501,"58S","Night","Epi",37,42,NA,"Themisto spp",11,1.1,0.037427319,1.6712583,0.0439
"1639",12502,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1640",12503,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1641",12504,"58S","Night","Epi",37,42,NA,"Themisto spp",11,1.1,0.037427319,1.6712583,0.0439
"1642",12505,"58S","Night","Epi",37,42,NA,"Themisto spp",11,1.1,0.037427319,1.6712583,0.0439
"1643",12506,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1644",12507,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1645",12508,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1646",12509,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1647",12510,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1648",12511,"58S","Night","Epi",37,42,NA,"Themisto spp",7,0.7,0.037427319,1.6712583,0.0206
"1649",12512,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1650",12513,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1651",12514,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1652",12515,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1653",12516,"58S","Night","Epi",37,42,NA,"Themisto spp",7,0.7,0.037427319,1.6712583,0.0206
"1654",12517,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1655",12518,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1656",12519,"58S","Night","Epi",37,42,NA,"Themisto spp",11,1.1,0.037427319,1.6712583,0.0439
"1657",12520,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1658",12521,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1659",12522,"58S","Night","Epi",37,42,NA,"Themisto spp",11,1.1,0.037427319,1.6712583,0.0439
"1660",12523,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1661",12524,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1662",12525,"58S","Night","Epi",37,42,NA,"Themisto spp",11,1.1,0.037427319,1.6712583,0.0439
"1663",12526,"58S","Night","Epi",37,42,NA,"Themisto spp",11,1.1,0.037427319,1.6712583,0.0439
"1664",12527,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1665",12528,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1666",12529,"58S","Night","Epi",37,42,NA,"Themisto spp",12,1.2,0.037427319,1.6712583,0.0508
"1667",12530,"58S","Night","Epi",37,42,NA,"Themisto spp",12,1.2,0.037427319,1.6712583,0.0508
"1668",12531,"58S","Night","Epi",37,42,NA,"Themisto spp",11,1.1,0.037427319,1.6712583,0.0439
"1669",12532,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1670",12533,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1671",12534,"58S","Night","Epi",37,42,NA,"Themisto spp",12,1.2,0.037427319,1.6712583,0.0508
"1672",12535,"58S","Night","Epi",37,42,NA,"Themisto spp",12,1.2,0.037427319,1.6712583,0.0508
"1673",12536,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1674",12537,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1675",12538,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1676",12539,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1677",12540,"58S","Night","Epi",37,42,NA,"Themisto spp",11,1.1,0.037427319,1.6712583,0.0439
"1678",12541,"58S","Night","Epi",37,42,NA,"Themisto spp",12,1.2,0.037427319,1.6712583,0.0508
"1679",12542,"58S","Night","Epi",37,42,NA,"Themisto spp",11,1.1,0.037427319,1.6712583,0.0439
"1680",12543,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1681",12544,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1682",12545,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1683",12546,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1684",12547,"58S","Night","Epi",37,42,NA,"Themisto spp",7,0.7,0.037427319,1.6712583,0.0206
"1685",12548,"58S","Night","Epi",37,42,NA,"Themisto spp",7,0.7,0.037427319,1.6712583,0.0206
"1686",12549,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1687",12550,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1688",12551,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1689",12552,"58S","Night","Epi",37,42,NA,"Themisto spp",6,0.6,0.037427319,1.6712583,0.0159
"1690",12553,"58S","Night","Epi",37,42,NA,"Themisto spp",11,1.1,0.037427319,1.6712583,0.0439
"1691",12554,"58S","Night","Epi",37,42,NA,"Themisto spp",12,1.2,0.037427319,1.6712583,0.0508
"1692",12555,"58S","Night","Epi",37,42,NA,"Themisto spp",11,1.1,0.037427319,1.6712583,0.0439
"1693",12556,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1694",12557,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1695",12558,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1696",12559,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1697",12560,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1698",12561,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1699",12562,"58S","Night","Epi",37,42,NA,"Themisto spp",11,1.1,0.037427319,1.6712583,0.0439
"1700",12563,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1701",12564,"58S","Night","Epi",37,42,NA,"Themisto spp",6,0.6,0.037427319,1.6712583,0.0159
"1702",12565,"58S","Night","Epi",37,42,NA,"Themisto spp",12,1.2,0.037427319,1.6712583,0.0508
"1703",12566,"58S","Night","Epi",37,42,NA,"Themisto spp",7,0.7,0.037427319,1.6712583,0.0206
"1704",12567,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1705",12568,"58S","Night","Epi",37,42,NA,"Themisto spp",12,1.2,0.037427319,1.6712583,0.0508
"1706",12569,"58S","Night","Epi",37,42,NA,"Themisto spp",12,1.2,0.037427319,1.6712583,0.0508
"1707",12570,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1708",12571,"58S","Night","Epi",37,42,NA,"Themisto spp",11,1.1,0.037427319,1.6712583,0.0439
"1709",12572,"58S","Night","Epi",37,42,NA,"Themisto spp",11,1.1,0.037427319,1.6712583,0.0439
"1710",12573,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1711",12574,"58S","Night","Epi",37,42,NA,"Themisto spp",12,1.2,0.037427319,1.6712583,0.0508
"1712",12575,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1713",12576,"58S","Night","Epi",37,42,NA,"Themisto spp",11,1.1,0.037427319,1.6712583,0.0439
"1714",12577,"58S","Night","Epi",37,42,NA,"Themisto spp",15,1.5,0.037427319,1.6712583,0.0737
"1715",12578,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1716",12579,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1717",12580,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1718",12581,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1719",12582,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1720",12583,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1721",12584,"58S","Night","Epi",37,42,NA,"Themisto spp",19,1.9,0.037427319,1.6712583,0.1094
"1722",12585,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1723",12586,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1724",12587,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1725",12588,"58S","Night","Epi",37,42,NA,"Themisto spp",11,1.1,0.037427319,1.6712583,0.0439
"1726",12589,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1727",12590,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1728",12591,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1729",12592,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1730",12593,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1731",12594,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1732",12595,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1733",12596,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1734",12597,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1735",12598,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1736",12599,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1737",12600,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1738",12601,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1739",12602,"58S","Night","Epi",37,42,NA,"Themisto spp",7,0.7,0.037427319,1.6712583,0.0206
"1740",12603,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1741",12604,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1742",12605,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1743",12606,"58S","Night","Epi",37,42,NA,"Themisto spp",11,1.1,0.037427319,1.6712583,0.0439
"1744",12607,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1745",12608,"58S","Night","Epi",37,42,NA,"Themisto spp",11,1.1,0.037427319,1.6712583,0.0439
"1746",12609,"58S","Night","Epi",37,42,NA,"Themisto spp",12,1.2,0.037427319,1.6712583,0.0508
"1747",12610,"58S","Night","Epi",37,42,NA,"Themisto spp",9,0.9,0.037427319,1.6712583,0.0314
"1748",12611,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1749",12612,"58S","Night","Epi",37,42,NA,"Themisto spp",8,0.8,0.037427319,1.6712583,0.0258
"1750",12613,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1751",12614,"58S","Night","Epi",37,42,NA,"Themisto spp",10,1,0.037427319,1.6712583,0.0374
"1752",12615,"58S","Night","Epi",37,42,NA,"Themisto spp",12,1.2,0.037427319,1.6712583,0.0508
"1753",15717,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",18,1.8,0.014153442,2.7878962,0.0729
"1754",15718,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",17,1.7,0.014153442,2.7878962,0.0621
"1755",15719,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",18,1.8,0.014153442,2.7878962,0.0729
"1756",15720,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",19,1.9,0.014153442,2.7878962,0.0847
"1757",15721,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",15,1.5,0.014153442,2.7878962,0.0438
"1758",15722,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",20,2,0.014153442,2.7878962,0.0977
"1759",15723,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",19,1.9,0.014153442,2.7878962,0.0847
"1760",15724,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",19,1.9,0.014153442,2.7878962,0.0847
"1761",15725,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",17,1.7,0.014153442,2.7878962,0.0621
"1762",15726,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",15,1.5,0.014153442,2.7878962,0.0438
"1763",15727,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",17,1.7,0.014153442,2.7878962,0.0621
"1764",15728,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",15,1.5,0.014153442,2.7878962,0.0438
"1765",15729,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",19,1.9,0.014153442,2.7878962,0.0847
"1766",15730,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",17,1.7,0.014153442,2.7878962,0.0621
"1767",15731,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",17,1.7,0.014153442,2.7878962,0.0621
"1768",15732,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",17,1.7,0.014153442,2.7878962,0.0621
"1769",15733,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",15,1.5,0.014153442,2.7878962,0.0438
"1770",15734,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",16,1.6,0.014153442,2.7878962,0.0525
"1771",15735,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",16,1.6,0.014153442,2.7878962,0.0525
"1772",15736,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",15,1.5,0.014153442,2.7878962,0.0438
"1773",15737,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",17,1.7,0.014153442,2.7878962,0.0621
"1774",15738,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",19,1.9,0.014153442,2.7878962,0.0847
"1775",15739,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",17,1.7,0.014153442,2.7878962,0.0621
"1776",15740,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",17,1.7,0.014153442,2.7878962,0.0621
"1777",15741,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",20,2,0.014153442,2.7878962,0.0977
"1778",15742,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",20,2,0.014153442,2.7878962,0.0977
"1779",15743,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",19,1.9,0.014153442,2.7878962,0.0847
"1780",15744,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",18,1.8,0.014153442,2.7878962,0.0729
"1781",15745,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",17,1.7,0.014153442,2.7878962,0.0621
"1782",15746,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",17,1.7,0.014153442,2.7878962,0.0621
"1783",15747,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",20,2,0.014153442,2.7878962,0.0977
"1784",15748,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",20,2,0.014153442,2.7878962,0.0977
"1785",15749,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",17,1.7,0.014153442,2.7878962,0.0621
"1786",15750,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",17,1.7,0.014153442,2.7878962,0.0621
"1787",15751,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",18,1.8,0.014153442,2.7878962,0.0729
"1788",15752,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",17,1.7,0.014153442,2.7878962,0.0621
"1789",15753,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",17,1.7,0.014153442,2.7878962,0.0621
"1790",15754,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",20,2,0.014153442,2.7878962,0.0977
"1791",15755,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",17,1.7,0.014153442,2.7878962,0.0621
"1792",15756,"58S","Night","Lmeso",42,51,NA,"Thysannoessa macura",19,1.9,0.014153442,2.7878962,0.0847
"1793",6835,"55S","Day","Lmeso",28,33,"33","Nannobrachium achirus",126,12.6,0.004096641,3.3634087,20.579
"1794",502,"SOTS","Day","Lmeso",7,54,"54","Nannobrachium achirus",61,6.1,0.004096641,3.3634087,1.794
"1795",5161,"SOTS","Day","Lmeso",22,32,"32","Nannobrachium achirus",78,7.8,0.004096641,3.3634087,4.1012
"1796",5162,"SOTS","Day","Lmeso",22,32,"32","Nannobrachium achirus",72,7.2,0.004096641,3.3634087,3.1332
"1797",15769,"58S","Night","Lmeso",42,5,"5","Nannobrachium achirus",167,16.7,0.004096641,3.3634087,53.079
"1798",15770,"58S","Night","Lmeso",42,5,"5","Nannobrachium achirus",140,14,0.004096641,3.3634087,29.3309
"1799",6867,"55S","Day","Lmeso",28,13,"13","Nannobrachium achirus",85,8.5,0.004096641,3.3634087,5.4757
"1800",6868,"55S","Day","Lmeso",28,13,"13","Nannobrachium achirus",86,8.6,0.004096641,3.3634087,5.6955
"1801",6869,"55S","Day","Lmeso",28,13,"13","Nannobrachium achirus",70,7,0.004096641,3.3634087,2.85
"1802",6870,"55S","Day","Lmeso",28,13,"13","Nannobrachium achirus",100,10,0.004096641,3.3634087,9.4588
"1803",6871,"55S","Day","Lmeso",28,13,"13","Nannobrachium achirus",106,10.6,0.004096641,3.3634087,11.5067
"1804",7793,"55S","Night","Lmeso",29,18,"18","Nannobrachium achirus",122,12.2,0.004096641,3.3634087,18.4629
"1805",7794,"55S","Night","Lmeso",29,18,"18","Nannobrachium achirus",69,6.9,0.004096641,3.3634087,2.7153
"1806",7795,"55S","Night","Lmeso",29,18,"18","Nannobrachium achirus",68,6.8,0.004096641,3.3634087,2.5852
"1807",7796,"55S","Night","Lmeso",29,18,"18","Nannobrachium achirus",76,7.6,0.004096641,3.3634087,3.7581
"1808",7797,"55S","Night","Lmeso",29,18,"18","Nannobrachium achirus",46,4.6,0.004096641,3.3634087,0.6943
"1809",11248,"55S","Day","Lmeso",36,20,"20","Nannobrachium achirus",125,12.5,0.004096641,3.3634087,20.0348
"1810",11249,"55S","Day","Lmeso",36,20,"20","Nannobrachium achirus",85,8.5,0.004096641,3.3634087,5.4757
"1811",5374,"SOTS","Day","Lmeso",22,53,"53","Nannobrachium achirus",74,7.4,0.004096641,3.3634087,3.4357
"1812",5375,"SOTS","Day","Lmeso",22,53,"53","Nannobrachium achirus",44,4.4,0.004096641,3.3634087,0.5979
"1813",5376,"SOTS","Day","Lmeso",22,53,"53","Nannobrachium achirus",27,2.7,0.004096641,3.3634087,0.1157
"1814",8489,"55S","Day","Lmeso",30,13,"13","Nannobrachium achirus",108,10.8,0.004096641,3.3634087,12.2533
"1815",8490,"55S","Day","Lmeso",30,13,"13","Nannobrachium achirus",107,10.7,0.004096641,3.3634087,11.8759
"1816",8491,"55S","Day","Lmeso",30,13,"13","Nannobrachium achirus",87,8.7,0.004096641,3.3634087,5.9213
"1817",8492,"55S","Day","Lmeso",30,13,"13","Nannobrachium achirus",80,8,0.004096641,3.3634087,4.4657
"1818",503,"SOTS","Day","Lmeso",7,54,"54","Nannobrachium achirus",58,5.8,0.004096641,3.3634087,1.5141
"1819",504,"SOTS","Day","Lmeso",7,54,"54","Nannobrachium achirus",50,5,0.004096641,3.3634087,0.9191
"1820",9989,"55S","Night","Meso",34,15,"15","Gymnosomata",9,0.9,0.006,3,0.0044
"1821",16056,"58S","Night","Lmeso",42,36,"36","Gymnosomata",9,0.9,0.006,3,0.0044
"1822",16057,"58S","Night","Lmeso",42,36,"36","Gymnosomata",6,0.6,0.006,3,0.0013
"1823",16058,"58S","Night","Lmeso",42,36,"36","Gymnosomata",11,1.1,0.006,3,0.008
"1824",17873,"58S","Night","Lmeso",46,33,"33","Gymnosomata",10,1,0.006,3,0.006
"1825",17874,"58S","Night","Lmeso",46,33,"33","Gymnosomata",9,0.9,0.006,3,0.0044
"1826",17875,"58S","Night","Lmeso",46,33,"33","Gymnosomata",11,1.1,0.006,3,0.008
"1827",17876,"58S","Night","Lmeso",46,33,"33","Gymnosomata",10,1,0.006,3,0.006
"1828",19332,"58S","Night","Meso",53,26,"26","Gymnosomata",20,2,0.006,3,0.048
"1829",12336,"58S","Night","Epi",37,28,"28","Gymnosomata",25,2.5,0.006,3,0.0938
"1830",12337,"58S","Night","Epi",37,28,"28","Gymnosomata",20,2,0.006,3,0.048
"1831",12338,"58S","Night","Epi",37,28,"28","Gymnosomata",20,2,0.006,3,0.048
"1832",12339,"58S","Night","Epi",37,28,"28","Gymnosomata",25,2.5,0.006,3,0.0938
"1833",17967,"58S","Night","Lmeso",46,47,"47","Gymnosomata",17,1.7,0.006,3,0.0295
"1834",6319,"55S","Night","Meso",25,24,"24","Gymnosomata",20,2,0.006,3,0.048
"1835",6320,"55S","Night","Meso",25,24,"24","Gymnosomata",25,2.5,0.006,3,0.0938
"1836",6321,"55S","Night","Meso",25,24,"24","Gymnosomata",15,1.5,0.006,3,0.0203
"1837",6322,"55S","Night","Meso",25,24,"24","Gymnosomata",17,1.7,0.006,3,0.0295
"1838",6323,"55S","Night","Meso",25,24,"24","Gymnosomata",20,2,0.006,3,0.048
"1839",6324,"55S","Night","Meso",25,24,"24","Gymnosomata",15,1.5,0.006,3,0.0203
"1840",6325,"55S","Night","Meso",25,24,"24","Gymnosomata",20,2,0.006,3,0.048
"1841",6326,"55S","Night","Meso",25,24,"24","Gymnosomata",23,2.3,0.006,3,0.073
"1842",7948,"55S","Night","Lmeso",29,26,"26","Gymnosomata",14,1.4,0.006,3,0.0165
"1843",7949,"55S","Night","Lmeso",29,26,"26","Gymnosomata",17,1.7,0.006,3,0.0295
"1844",7950,"55S","Night","Lmeso",29,26,"26","Gymnosomata",17,1.7,0.006,3,0.0295
"1845",9985,"55S","Night","Meso",34,13,"13","Gymnosomata",16,1.6,0.006,3,0.0246
"1846",9986,"55S","Night","Meso",34,13,"13","Gymnosomata",21,2.1,0.006,3,0.0556
"1847",9987,"55S","Night","Meso",34,13,"13","Gymnosomata",25,2.5,0.006,3,0.0938
"1848",12933,"58S","Day","Meso",38,11,"11","Gymnosomata",30,3,0.006,3,0.162
"1849",12934,"58S","Day","Meso",38,11,"11","Gymnosomata",25,2.5,0.006,3,0.0938
"1850",12935,"58S","Day","Meso",38,11,"11","Gymnosomata",22,2.2,0.006,3,0.0639
"1851",12936,"58S","Day","Meso",38,11,"11","Gymnosomata",25,2.5,0.006,3,0.0938
"1852",14872,"58S","Night","Meso",40,32,"32","Gymnosomata",21,2.1,0.006,3,0.0556
"1853",14873,"58S","Night","Meso",40,32,"32","Gymnosomata",17,1.7,0.006,3,0.0295
"1854",15971,"58S","Night","Lmeso",42,22,"22","Gymnosomata",17,1.7,0.006,3,0.0295
"1855",5891,"55S","Day","Meso",24,16,"16","Gymnosomata",20,2,0.006,3,0.048
"1856",5892,"55S","Day","Meso",24,16,"16","Gymnosomata",20,2,0.006,3,0.048
